Index,hh_1,hh_2,hh_3,Ah_2,Ah_3,Chi_1,Chi_2,Chi_3,Chi_4,Chi_5,Cha_1,Cha_2,Se_1,Se_2,Se_3,Se_4,Se_5,Se_6,Sel,Ser,Smul,Smur,Staul,Staur,Stau1,Stau2,Sv_1,Sv_2,Sv_3,Sve,Svmu,Svtau,Su_1,Su_2,Su_3,Su_4,Su_5,Su_6,Sd_1,Sd_2,Sd_3,Sd_4,Sd_5,Sd_6,Type_Singlino,N11,N12,N13,N14,N15,N21,N22,N23,N24,N25,N31,N32,N33,N34,N35,N41,N42,N43,N44,N45,N51,N52,N53,N54,N55,U11,U12,U21,U22,V11,V12,V21,V22,ZE11,ZE12,ZE13,ZE14,ZE15,ZE16,ZE21,ZE22,ZE23,ZE24,ZE25,ZE26,ZE31,ZE32,ZE33,ZE34,ZE35,ZE36,ZE41,ZE42,ZE43,ZE44,ZE45,ZE46,ZE51,ZE52,ZE53,ZE54,ZE55,ZE56,ZE61,ZE62,ZE63,ZE64,ZE65,ZE66,ZV11,ZV12,ZV13,ZV21,ZV22,ZV23,ZV31,ZV32,ZV33
1,,,,,,58.3073624,94.9718787,113.671635,-285.278236,307.207886,107.550021,306.648011,146.52492,146.52492,96.5943349,830.768112,830.768112,134.070277,146.52492,146.52492,134.070277,830.768112,830.768112,96.5943349,96.5943349,830.768112,125.128785,125.128785,104.729182,125.128785,125.128785,104.729182,,,,,,,,,,,,,1,0.069676475,-0.089213742,0.04283719,-0.069211591,0.990232714,-0.807876135,0.469261578,-0.306298894,0.135862533,0.12186912,0.558282236,0.802455078,-0.182827399,0.093326683,0.047445395,-0.066950086,0.118400081,0.687902489,0.712065241,0.035388771,-0.16223431,0.337463699,0.630642744,-0.678973012,-0.03291898,0.892050549,-0.451935634,0.451935634,0.892050549,0.972537007,-0.232748298,0.232748298,0.972537007,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0.371205807,0,0,0.928550617,0,0,0,1,0,0,0,0,0,0,1,0,0,0,-0.928550617,0,0,0.371205807,1,0,0,0,1,0,0,0,1
