Index,Pb_N2N2,Pb_N2N3,Pb_N2N4,Pb_N2N5,Pb_N2C1,Pb_N2C2,Pb_N2C1bar,Pb_N2C2bar,Pb_N3N3,Pb_N3N4,Pb_N3N5,Pb_N3C1,Pb_N3C2,Pb_N3C1bar,Pb_N3C2bar,Pb_N4N4,Pb_N4N5,Pb_N4C1,Pb_N4C2,Pb_N4C1bar,Pb_N4C2bar,Pb_N5N5,Pb_N5C1,Pb_N5C2,Pb_N5C1bar,Pb_N5C2bar,Pb_C1C1bar,Pb_C1C2bar,Pb_C2C1bar,Pb_C2C2bar,Pb_selsel,Pb_serser,Pb_snelsnel,Pb_selPsnel,Pb_selMsnel,Pb_smulsmul,Pb_smursmur,Pb_snmulsnmul,Pb_smuPsnmul,Pb_smuMsnmul,Pb_stau1stau1,Pb_stau2stau2,Pb_stau1stau2,Pb_sntausntau,Pb_stau1Psntau,Pb_stau1Msntau,Pb_stau2Psntau,Pb_stau1Msntau,Sum_CrossSection_EWK,Sum_CrossSection_Se,Sum_CrossSection_Smu,Sum_CrossSection_Stau
1,0.00371,0.0019,0.022,0.000936,3.12,0.000138,1.93,7.3e-05,0.00101,0.00759,0.000282,5.64,0.0244,3.44,0.0129,1.17e-05,0.0447,0.0322,0.0613,0.0172,0.0294,3.6e-05,0.0176,0.0687,0.00932,0.0327,7.21,0.0144,0.0144,0.0571,0.0677,0.0677,0.121,0.207,0.116,0.0677,1.3e-05,0.121,0.207,0.116,0.0971,0.0741,0.0192,0.236,0.0836,0.0498,0.282,0.162,21.7569067,0.4633999999999999,0.395713,0.8417999999999999
