nn  4  4     0.0    0.0    1.0  382.6  382.6  0.000 0.206E-04 0.824E-03 0.259E-04 0.687E-03 1.2575 0.201E-04 0.252E-04
nn  4  5     0.0    0.0    1.0  382.6  178.8  0.000 0.232E-03 0.818E-03 0.330E-03 0.112E-02 1.4206 0.224E-03 0.319E-03
nn  4  6     0.0    0.0    1.0  382.6  382.9  0.000 0.845E-02 0.770E-03 0.105E-01 0.631E-03 1.2404 0.851E-02 0.106E-01
ll  1  0     0.0    0.0    1.0  204.3  204.3  0.000 0.119E-01 0.879E-03 0.148E-01 0.735E-03 1.2441 0.119E-01 0.148E-01
gg  0  0     0.0    0.0    1.0  609.3  609.3  0.000 0.293     0.833E-03 0.493     0.931E-03 1.6812 0.294     0.494    
sb  0  0     0.0    0.0    1.0  558.6  558.6  0.000  1.76     0.105E-02  2.23     0.975E-03 1.2673  1.79      2.27    
sg  0  0     0.0    0.0    1.0  558.6  609.3  0.000  1.59     0.136E-02  2.25     0.147E-02 1.4215  1.59      2.26    
ss  0  0     0.0    0.0    1.0  558.6  558.6  0.000 0.311     0.135E-02 0.379     0.149E-02 1.2194 0.313     0.382    
tb  1  0     0.0    0.0    1.0  396.5  396.5  0.907 0.259     0.781E-03 0.341     0.676E-03 1.3196 0.259     0.341    
bb  1  0     0.0    0.0    1.0  515.6  515.6  0.607 0.628E-01 0.792E-03 0.769E-01 0.671E-03 1.2250 0.628E-01 0.769E-01
lq  1  0     0.0    0.0    1.0  396.5  396.5  0.000 0.259     0.781E-03 0.350     0.658E-03 1.3554 0.259     0.351    
le  1  0     0.0    0.0    1.0  396.5    0.0  0.000  1.36     0.891E-03  2.01     0.649E-03 1.4758  1.36      2.01    
hh  1  0     0.0    0.0    1.0  200.0  200.0 30.000 0.428E-04 0.951E-03 0.590E-04 0.843E-03 1.3776 0.384E-04
ht  1  0     0.0    0.0    1.0  200.0  172.0 30.000 0.952E-01 0.849E-03 0.125     0.756E-03 1.3165 0.865E-01
xx  1  0     0.0    0.0    1.0  396.5  396.5  0.000 0.259     0.831E-03 0.341     0.106E-02 1.3161  0.00      0.00    
ng  1  0     0.0    0.0    1.0   96.3  609.3  0.000 0.157E-01 0.816E-03 0.155E-01 0.131E-02 0.9877 0.162E-01 0.160E-01
ns  1  0     0.0    0.0    1.0   96.3  558.6  0.000 0.363E-01 0.656E-03 0.368E-01 0.655E-03 1.0147 0.357E-01 0.362E-01
nn  1  1     0.0    0.0    1.0   96.3   96.3  0.000 0.301E-02 0.814E-03 0.387E-02 0.283E-02 1.2849 0.317E-02 0.408E-02
nn  1  2     0.0    0.0    1.0   96.3  179.4  0.000 0.265E-03 0.862E-03 0.347E-03 0.162E-02 1.3095 0.248E-03 0.324E-03
nn  1  3     0.0    0.0    1.0   96.3 -364.1  0.000 0.561E-03 0.759E-03 0.694E-03 0.607E-03 1.2371 0.559E-03 0.691E-03
nn  1  4     0.0    0.0    1.0   96.3  382.6  0.000 0.105E-03 0.814E-03 0.129E-03 0.663E-03 1.2284 0.103E-03 0.127E-03
nn  1  5     0.0    0.0    1.0   96.3  178.8  0.000 0.648E-02 0.760E-03 0.817E-02 0.635E-03 1.2613 0.655E-02 0.826E-02
nn  1  6     0.0    0.0    1.0   96.3  382.9  0.000 0.608E-03 0.763E-03 0.740E-03 0.608E-03 1.2164 0.597E-03 0.726E-03
nn  2  2     0.0    0.0    1.0  179.4  179.4  0.000 0.531E-02 0.815E-03 0.674E-02 0.965E-03 1.2704 0.510E-02 0.648E-02
nn  2  3     0.0    0.0    1.0  179.4 -364.1  0.000 0.149E-02 0.764E-03 0.182E-02 0.612E-03 1.2246 0.148E-02 0.181E-02
nn  2  4     0.0    0.0    1.0  179.4  382.6  0.000 0.357E-03 0.819E-03 0.442E-03 0.825E-03 1.2374 0.345E-03 0.427E-03
nn  2  5     0.0    0.0    1.0  179.4  178.8  0.000 0.253     0.758E-03 0.308     0.638E-03 1.2175 0.259     0.315    
nn  2  6     0.0    0.0    1.0  179.4  382.9  0.000 0.713E-04 0.874E-03 0.111E-03 0.270E-02 1.5605 0.733E-04 0.114E-03
nn  3  3     0.0    0.0    1.0 -364.1 -364.1  0.000 0.322E-06 0.827E-03 0.367E-06 0.683E-03 1.1413 0.320E-06 0.365E-06
nn  3  4     0.0    0.0    1.0 -364.1  382.6  0.000 0.342E-02 0.760E-03 0.411E-02 0.606E-03 1.1995 0.343E-02 0.411E-02
nn  3  5     0.0    0.0    1.0 -364.1  178.8  0.000 0.237E-02 0.750E-03 0.285E-02 0.601E-03 1.2056 0.236E-02 0.284E-02
nn  3  6     0.0    0.0    1.0 -364.1  382.9  0.000 0.527E-02 0.753E-03 0.612E-02 0.602E-03 1.1617 0.528E-02 0.613E-02
nn  4  4     0.0    0.0    1.0  382.6  382.6  0.000 0.664E-05 0.831E-03 0.754E-05 0.848E-03 1.1349 0.647E-05 0.735E-05
nn  4  5     0.0    0.0    1.0  382.6  178.8  0.000 0.132E-03 0.791E-03 0.186E-03 0.209E-02 1.4125 0.128E-03 0.181E-03
nn  4  6     0.0    0.0    1.0  382.6  382.9  0.000 0.477E-02 0.754E-03 0.547E-02 0.610E-03 1.1455 0.481E-02 0.551E-02
ll  1  0     0.0    0.0    1.0  204.3  204.3  0.000 0.499E-02 0.901E-03 0.598E-02 0.742E-03 1.1989 0.499E-02 0.599E-02
gg  0  0     0.0    0.0    1.0  609.3  609.3  0.000 0.166     0.853E-03 0.389     0.100E-02 2.3430 0.166     0.389    
sb  0  0     0.0    0.0    1.0  558.6  558.6  0.000 0.454     0.104E-02 0.661     0.102E-02 1.4570 0.466     0.679    
sg  0  0     0.0    0.0    1.0  558.6  609.3  0.000  1.59     0.136E-02  2.22     0.141E-02 1.4027  1.59      2.23    
ss  0  0     0.0    0.0    1.0  558.6  558.6  0.000  1.19     0.135E-02  1.41     0.923E-03 1.1874  1.19      1.42    
tb  1  0     0.0    0.0    1.0  396.5  396.5  0.907 0.126     0.784E-03 0.214     0.643E-03 1.6997 0.126     0.215    
bb  1  0     0.0    0.0    1.0  515.6  515.6  0.607 0.206E-01 0.784E-03 0.369E-01 0.626E-03 1.7907 0.206E-01 0.369E-01
lq  1  0     0.0    0.0    1.0  396.5  396.5  0.000 0.126     0.784E-03 0.218     0.641E-03 1.7245 0.126     0.218    
le  1  0     0.0    0.0    1.0  396.5    0.0  0.000  2.53     0.909E-03  3.69     0.629E-03 1.4620  2.53      3.70    
hh  1  0     0.0    0.0    1.0  200.0  200.0 30.000 0.428E-04 0.951E-03 0.590E-04 0.843E-03 1.3776 0.384E-04
ht  1  0     0.0    0.0    1.0  200.0  172.0 30.000 0.952E-01 0.849E-03 0.120     0.786E-03 1.2596 0.811E-01
xx  1  0     0.0    0.0    1.0  396.5  396.5  0.000 0.126     0.820E-03 0.214     0.113E-02 1.6920  0.00      0.00    
ng  1  0     0.0    0.0    0.5   96.3  609.3  0.000 0.889E-01 0.801E-03 0.694E-01 0.107E-02 0.7798 0.916E-01 0.714E-01
ng  1  0     0.0    0.0    1.0   96.3  609.3  0.000 0.745E-01 0.804E-03 0.705E-01 0.121E-02 0.9472 0.767E-01 0.726E-01
ng  1  0     0.0    0.0    2.0   96.3  609.3  0.000 0.632E-01 0.806E-03 0.690E-01 0.140E-02 1.0921 0.651E-01 0.711E-01
ns  1  0     0.0    0.0    0.5   96.3  558.6  0.000 0.449E-01 0.655E-03 0.450E-01 0.653E-03 1.0024 0.442E-01 0.443E-01
ns  1  0     0.0    0.0    1.0   96.3  558.6  0.000 0.363E-01 0.656E-03 0.368E-01 0.655E-03 1.0147 0.357E-01 0.362E-01
ns  1  0     0.0    0.0    2.0   96.3  558.6  0.000 0.298E-01 0.658E-03 0.305E-01 0.657E-03 1.0253 0.293E-01 0.301E-01
nn  1  1     0.0    0.0    0.5   96.3   96.3  0.000 0.680E-02 0.786E-03 0.798E-02 0.114E-02 1.1730 0.712E-02 0.835E-02
nn  1  1     0.0    0.0    1.0   96.3   96.3  0.000 0.656E-02 0.788E-03 0.837E-02 0.106E-02 1.2761 0.686E-02 0.876E-02
nn  1  1     0.0    0.0    2.0   96.3   96.3  0.000 0.632E-02 0.790E-03 0.860E-02 0.871E-03 1.3615 0.662E-02 0.901E-02
nn  1  2     0.0    0.0    0.5   96.3  179.4  0.000 0.570E-03 0.847E-03 0.684E-03 0.105E-02 1.1990 0.541E-03 0.649E-03
nn  1  2     0.0    0.0    1.0   96.3  179.4  0.000 0.535E-03 0.848E-03 0.700E-03 0.887E-03 1.3082 0.507E-03 0.663E-03
nn  1  2     0.0    0.0    2.0   96.3  179.4  0.000 0.503E-03 0.850E-03 0.706E-03 0.782E-03 1.4023 0.477E-03 0.669E-03
nn  1  3     0.0    0.0    0.5   96.3 -364.1  0.000 0.124E-02 0.744E-03 0.146E-02 0.657E-03 1.1778 0.123E-02 0.145E-02
nn  1  3     0.0    0.0    1.0   96.3 -364.1  0.000 0.118E-02 0.747E-03 0.150E-02 0.609E-03 1.2777 0.117E-02 0.150E-02
nn  1  3     0.0    0.0    2.0   96.3 -364.1  0.000 0.112E-02 0.750E-03 0.153E-02 0.573E-03 1.3642 0.111E-02 0.152E-02
nn  1  4     0.0    0.0    0.5   96.3  382.6  0.000 0.275E-03 0.799E-03 0.320E-03 0.726E-03 1.1636 0.273E-03 0.317E-03
nn  1  4     0.0    0.0    1.0   96.3  382.6  0.000 0.257E-03 0.802E-03 0.327E-03 0.801E-03 1.2712 0.255E-03 0.324E-03
nn  1  4     0.0    0.0    2.0   96.3  382.6  0.000 0.242E-03 0.804E-03 0.330E-03 0.615E-03 1.3649 0.239E-03 0.327E-03
nn  1  5     0.0    0.0    0.5   96.3  178.8  0.000 0.695E-02 0.765E-03 0.837E-02 0.683E-03 1.2029 0.702E-02 0.845E-02
nn  1  5     0.0    0.0    1.0   96.3  178.8  0.000 0.683E-02 0.768E-03 0.878E-02 0.647E-03 1.2865 0.689E-02 0.887E-02
nn  1  5     0.0    0.0    2.0   96.3  178.8  0.000 0.668E-02 0.770E-03 0.909E-02 0.604E-03 1.3607 0.675E-02 0.918E-02
nn  1  6     0.0    0.0    0.5   96.3  382.9  0.000 0.904E-03 0.778E-03 0.107E-02 0.679E-03 1.1849 0.888E-03 0.105E-02
nn  1  6     0.0    0.0    1.0   96.3  382.9  0.000 0.851E-03 0.780E-03 0.110E-02 0.624E-03 1.2878 0.837E-03 0.108E-02
nn  1  6     0.0    0.0    2.0   96.3  382.9  0.000 0.804E-03 0.783E-03 0.111E-02 0.586E-03 1.3768 0.790E-03 0.109E-02
nn  2  2     0.0    0.0    0.5  179.4  179.4  0.000 0.148E-01 0.796E-03 0.174E-01 0.735E-03 1.1777 0.143E-01 0.168E-01
nn  2  2     0.0    0.0    1.0  179.4  179.4  0.000 0.139E-01 0.798E-03 0.179E-01 0.726E-03 1.2845 0.135E-01 0.173E-01
nn  2  2     0.0    0.0    2.0  179.4  179.4  0.000 0.132E-01 0.800E-03 0.181E-01 0.625E-03 1.3754 0.127E-01 0.175E-01
nn  2  3     0.0    0.0    0.5  179.4 -364.1  0.000 0.329E-02 0.753E-03 0.385E-02 0.666E-03 1.1718 0.328E-02 0.385E-02
nn  2  3     0.0    0.0    1.0  179.4 -364.1  0.000 0.309E-02 0.755E-03 0.394E-02 0.615E-03 1.2749 0.309E-02 0.394E-02
nn  2  3     0.0    0.0    2.0  179.4 -364.1  0.000 0.292E-02 0.758E-03 0.398E-02 0.578E-03 1.3643 0.292E-02 0.398E-02
nn  2  4     0.0    0.0    0.5  179.4  382.6  0.000 0.110E-02 0.807E-03 0.129E-02 0.736E-03 1.1733 0.107E-02 0.125E-02
nn  2  4     0.0    0.0    1.0  179.4  382.6  0.000 0.102E-02 0.809E-03 0.131E-02 0.664E-03 1.2844 0.987E-03 0.127E-02
nn  2  4     0.0    0.0    2.0  179.4  382.6  0.000 0.945E-03 0.811E-03 0.130E-02 0.615E-03 1.3796 0.916E-03 0.126E-02
nn  2  5     0.0    0.0    0.5  179.4  178.8  0.000 0.290     0.767E-03 0.336     0.701E-03 1.1592 0.296     0.343    
nn  2  5     0.0    0.0    1.0  179.4  178.8  0.000 0.281     0.769E-03 0.352     0.648E-03 1.2515 0.287     0.360    
nn  2  5     0.0    0.0    2.0  179.4  178.8  0.000 0.273     0.772E-03 0.363     0.611E-03 1.3324 0.279     0.371    
nn  2  6     0.0    0.0    0.5  179.4  382.9  0.000 0.143E-03 0.876E-03 0.199E-03 0.124E-02 1.3933 0.141E-03 0.197E-03
nn  2  6     0.0    0.0    1.0  179.4  382.9  0.000 0.131E-03 0.879E-03 0.193E-03 0.109E-02 1.4721 0.130E-03 0.192E-03
nn  2  6     0.0    0.0    2.0  179.4  382.9  0.000 0.121E-03 0.882E-03 0.186E-03 0.500E-02 1.5428 0.120E-03 0.186E-03
nn  3  3     0.0    0.0    0.5 -364.1 -364.1  0.000 0.101E-05 0.814E-03 0.112E-05 0.741E-03 1.1111 0.100E-05 0.112E-05
nn  3  3     0.0    0.0    1.0 -364.1 -364.1  0.000 0.923E-06 0.816E-03 0.113E-05 0.676E-03 1.2282 0.920E-06 0.113E-05
nn  3  3     0.0    0.0    2.0 -364.1 -364.1  0.000 0.850E-06 0.818E-03 0.113E-05 0.626E-03 1.3294 0.847E-06 0.113E-05
nn  3  4     0.0    0.0    0.5 -364.1  382.6  0.000 0.127E-01 0.748E-03 0.145E-01 0.662E-03 1.1493 0.127E-01 0.145E-01
nn  3  4     0.0    0.0    1.0 -364.1  382.6  0.000 0.118E-01 0.751E-03 0.148E-01 0.608E-03 1.2563 0.118E-01 0.148E-01
nn  3  4     0.0    0.0    2.0 -364.1  382.6  0.000 0.110E-01 0.753E-03 0.148E-01 0.570E-03 1.3489 0.110E-01 0.148E-01
nn  3  5     0.0    0.0    0.5 -364.1  178.8  0.000 0.356E-02 0.761E-03 0.418E-02 0.670E-03 1.1734 0.355E-02 0.417E-02
nn  3  5     0.0    0.0    1.0 -364.1  178.8  0.000 0.336E-02 0.763E-03 0.428E-02 0.619E-03 1.2764 0.335E-02 0.427E-02
nn  3  5     0.0    0.0    2.0 -364.1  178.8  0.000 0.317E-02 0.766E-03 0.433E-02 0.582E-03 1.3656 0.316E-02 0.431E-02
nn  3  6     0.0    0.0    0.5 -364.1  382.9  0.000 0.992E-02 0.767E-03 0.114E-01 0.677E-03 1.1497 0.993E-02 0.114E-01
nn  3  6     0.0    0.0    1.0 -364.1  382.9  0.000 0.918E-02 0.769E-03 0.116E-01 0.621E-03 1.2591 0.920E-02 0.116E-01
nn  3  6     0.0    0.0    2.0 -364.1  382.9  0.000 0.853E-02 0.772E-03 0.116E-01 0.581E-03 1.3539 0.855E-02 0.116E-01
nn  4  4     0.0    0.0    0.5  382.6  382.6  0.000 0.226E-04 0.823E-03 0.258E-04 0.758E-03 1.1397 0.221E-04 0.252E-04
nn  4  4     0.0    0.0    1.0  382.6  382.6  0.000 0.206E-04 0.824E-03 0.259E-04 0.689E-03 1.2576 0.201E-04 0.252E-04
nn  4  4     0.0    0.0    2.0  382.6  382.6  0.000 0.188E-04 0.826E-03 0.256E-04 0.635E-03 1.3596 0.183E-04 0.249E-04
nn  4  5     0.0    0.0    0.5  382.6  178.8  0.000 0.252E-03 0.816E-03 0.335E-03 0.227E-02 1.3282 0.243E-03 0.323E-03
nn  4  5     0.0    0.0    1.0  382.6  178.8  0.000 0.232E-03 0.818E-03 0.330E-03 0.140E-02 1.4197 0.224E-03 0.319E-03
nn  4  5     0.0    0.0    2.0  382.6  178.8  0.000 0.215E-03 0.820E-03 0.323E-03 0.117E-02 1.4998 0.208E-03 0.312E-03
nn  4  6     0.0    0.0    0.5  382.6  382.9  0.000 0.913E-02 0.767E-03 0.103E-01 0.690E-03 1.1292 0.920E-02 0.104E-01
nn  4  6     0.0    0.0    1.0  382.6  382.9  0.000 0.845E-02 0.770E-03 0.105E-01 0.631E-03 1.2404 0.851E-02 0.106E-01
nn  4  6     0.0    0.0    2.0  382.6  382.9  0.000 0.784E-02 0.772E-03 0.105E-01 0.588E-03 1.3368 0.790E-02 0.106E-01
ll  1  0     0.0    0.0    0.5  204.3  204.3  0.000 0.125E-01 0.876E-03 0.151E-01 0.754E-03 1.2104 0.125E-01 0.151E-01
ll  1  0     0.0    0.0    1.0  204.3  204.3  0.000 0.119E-01 0.879E-03 0.148E-01 0.735E-03 1.2441 0.119E-01 0.148E-01
ll  1  0     0.0    0.0    2.0  204.3  204.3  0.000 0.113E-01 0.881E-03 0.144E-01 0.718E-03 1.2776 0.113E-01 0.144E-01
gg  0  0     0.0    0.0    0.5  609.3  609.3  0.000 0.410     0.831E-03 0.539     0.101E-02 1.3154 0.410     0.540    
gg  0  0     0.0    0.0    1.0  609.3  609.3  0.000 0.293     0.833E-03 0.493     0.931E-03 1.6812 0.294     0.494    
gg  0  0     0.0    0.0    2.0  609.3  609.3  0.000 0.216     0.835E-03 0.428     0.922E-03 1.9789 0.217     0.429    
sb  0  0     0.0    0.0    0.5  558.6  558.6  0.000  2.34     0.105E-02  2.47     0.103E-02 1.0535  2.39      2.52    
sb  0  0     0.0    0.0    1.0  558.6  558.6  0.000  1.76     0.105E-02  2.23     0.975E-03 1.2673  1.79      2.27    
sb  0  0     0.0    0.0    2.0  558.6  558.6  0.000  1.35     0.106E-02  1.96     0.950E-03 1.4532  1.38      2.00    
sg  0  0     0.0    0.0    0.5  558.6  609.3  0.000  2.21     0.136E-02  2.46     0.177E-02 1.1135  2.22      2.47    
sg  0  0     0.0    0.0    1.0  558.6  609.3  0.000  1.59     0.136E-02  2.25     0.147E-02 1.4215  1.59      2.26    
sg  0  0     0.0    0.0    2.0  558.6  609.3  0.000  1.17     0.137E-02  1.98     0.217E-02 1.6934  1.17      1.99    
ss  0  0     0.0    0.0    0.5  558.6  558.6  0.000 0.416     0.135E-02 0.427     0.180E-02 1.0259 0.418     0.429    
ss  0  0     0.0    0.0    1.0  558.6  558.6  0.000 0.311     0.135E-02 0.379     0.149E-02 1.2194 0.313     0.382    
ss  0  0     0.0    0.0    2.0  558.6  558.6  0.000 0.238     0.136E-02 0.331     0.128E-02 1.3928 0.240     0.334    
tb  1  0     0.0    0.0    0.5  396.5  396.5  0.907 0.351     0.779E-03 0.366     0.105E-02 1.0455 0.351     0.367    
tb  1  0     0.0    0.0    1.0  396.5  396.5  0.907 0.259     0.781E-03 0.341     0.676E-03 1.3196 0.259     0.341    
tb  1  0     0.0    0.0    2.0  396.5  396.5  0.907 0.196     0.783E-03 0.304     0.660E-03 1.5509 0.196     0.304    
bb  1  0     0.0    0.0    0.5  515.6  515.6  0.607 0.848E-01 0.789E-03 0.817E-01 0.105E-02 0.9635 0.848E-01 0.817E-01
bb  1  0     0.0    0.0    1.0  515.6  515.6  0.607 0.628E-01 0.792E-03 0.769E-01 0.671E-03 1.2250 0.628E-01 0.769E-01
bb  1  0     0.0    0.0    2.0  515.6  515.6  0.607 0.476E-01 0.795E-03 0.689E-01 0.645E-03 1.4459 0.477E-01 0.689E-01
lq  1  0     0.0    0.0    0.5  396.5  396.5  0.000 0.351     0.779E-03 0.380     0.967E-03 1.0834 0.351     0.380    
lq  1  0     0.0    0.0    1.0  396.5  396.5  0.000 0.259     0.781E-03 0.350     0.658E-03 1.3554 0.259     0.351    
lq  1  0     0.0    0.0    2.0  396.5  396.5  0.000 0.196     0.783E-03 0.310     0.670E-03 1.5844 0.196     0.310    
le  1  0     0.0    0.0    0.5  396.5    0.0  0.000  1.64     0.890E-03  2.33     0.653E-03 1.4249  1.64      2.33    
le  1  0     0.0    0.0    1.0  396.5    0.0  0.000  1.36     0.891E-03  2.01     0.649E-03 1.4758  1.36      2.01    
le  1  0     0.0    0.0    2.0  396.5    0.0  0.000  1.15     0.893E-03  1.75     0.661E-03 1.5254  1.15      1.76    
hh  1  0     0.0    0.0    0.5  200.0  200.0 30.000 0.482E-04 0.950E-03 0.675E-04 0.992E-03 1.4026 0.425E-04
hh  1  0     0.0    0.0    1.0  200.0  200.0 30.000 0.428E-04 0.951E-03 0.590E-04 0.843E-03 1.3776 0.384E-04
hh  1  0     0.0    0.0    2.0  200.0  200.0 30.000 0.361E-04 0.953E-03 0.527E-04 0.818E-03 1.4608 0.365E-04
ht  1  0     0.0    0.0    0.5  200.0  172.0 30.000 0.114     0.848E-03 0.138     0.914E-03 1.2076 0.878E-01
ht  1  0     0.0    0.0    1.0  200.0  172.0 30.000 0.952E-01 0.849E-03 0.125     0.756E-03 1.3165 0.865E-01
ht  1  0     0.0    0.0    2.0  200.0  172.0 30.000 0.782E-01 0.850E-03 0.114     0.706E-03 1.4624 0.846E-01
xx  1  0     0.0    0.0    0.5  396.5  396.5  0.000 0.351     0.828E-03 0.366     0.114E-02 1.0428  0.00      0.00    
xx  1  0     0.0    0.0    1.0  396.5  396.5  0.000 0.259     0.831E-03 0.341     0.106E-02 1.3161  0.00      0.00    
xx  1  0     0.0    0.0    2.0  396.5  396.5  0.000 0.196     0.833E-03 0.303     0.102E-02 1.5475  0.00      0.00    
ng  1  0     0.0    0.0    0.5   96.3  609.3  0.000 0.189E-01 0.813E-03 0.157E-01 0.152E-02 0.8291 0.195E-01 0.162E-01
ng  1  0     0.0    0.0    1.0   96.3  609.3  0.000 0.157E-01 0.816E-03 0.155E-01 0.131E-02 0.9877 0.162E-01 0.160E-01
ng  1  0     0.0    0.0    2.0   96.3  609.3  0.000 0.132E-01 0.818E-03 0.149E-01 0.143E-02 1.1275 0.136E-01 0.154E-01
ns  1  0     0.0    0.0    0.5   96.3  558.6  0.000 0.449E-01 0.655E-03 0.450E-01 0.653E-03 1.0024 0.442E-01 0.443E-01
ns  1  0     0.0    0.0    1.0   96.3  558.6  0.000 0.363E-01 0.656E-03 0.368E-01 0.655E-03 1.0147 0.357E-01 0.362E-01
ns  1  0     0.0    0.0    2.0   96.3  558.6  0.000 0.298E-01 0.658E-03 0.305E-01 0.657E-03 1.0253 0.293E-01 0.301E-01
nn  1  1     0.0    0.0    0.5   96.3   96.3  0.000 0.310E-02 0.811E-03 0.373E-02 0.337E-02 1.2051 0.326E-02 0.393E-02
nn  1  1     0.0    0.0    1.0   96.3   96.3  0.000 0.301E-02 0.814E-03 0.387E-02 0.283E-02 1.2849 0.317E-02 0.408E-02
nn  1  1     0.0    0.0    2.0   96.3   96.3  0.000 0.293E-02 0.816E-03 0.397E-02 0.230E-02 1.3578 0.308E-02 0.418E-02
nn  1  2     0.0    0.0    0.5   96.3  179.4  0.000 0.282E-03 0.861E-03 0.342E-03 0.207E-02 1.2133 0.264E-03 0.320E-03
nn  1  2     0.0    0.0    1.0   96.3  179.4  0.000 0.265E-03 0.862E-03 0.347E-03 0.162E-02 1.3095 0.248E-03 0.324E-03
nn  1  2     0.0    0.0    2.0   96.3  179.4  0.000 0.249E-03 0.864E-03 0.348E-03 0.146E-02 1.3971 0.233E-03 0.325E-03
nn  1  3     0.0    0.0    0.5   96.3 -364.1  0.000 0.593E-03 0.756E-03 0.678E-03 0.654E-03 1.1421 0.591E-03 0.675E-03
nn  1  3     0.0    0.0    1.0   96.3 -364.1  0.000 0.561E-03 0.759E-03 0.694E-03 0.607E-03 1.2371 0.559E-03 0.691E-03
nn  1  3     0.0    0.0    2.0   96.3 -364.1  0.000 0.531E-03 0.761E-03 0.702E-03 0.573E-03 1.3212 0.529E-03 0.699E-03
nn  1  4     0.0    0.0    0.5   96.3  382.6  0.000 0.113E-03 0.812E-03 0.127E-03 0.117E-02 1.1270 0.111E-03 0.125E-03
nn  1  4     0.0    0.0    1.0   96.3  382.6  0.000 0.105E-03 0.814E-03 0.129E-03 0.663E-03 1.2284 0.103E-03 0.127E-03
nn  1  4     0.0    0.0    2.0   96.3  382.6  0.000 0.978E-04 0.816E-03 0.129E-03 0.619E-03 1.3183 0.964E-04 0.127E-03
nn  1  5     0.0    0.0    0.5   96.3  178.8  0.000 0.657E-02 0.757E-03 0.779E-02 0.731E-03 1.1863 0.664E-02 0.788E-02
nn  1  5     0.0    0.0    1.0   96.3  178.8  0.000 0.648E-02 0.760E-03 0.817E-02 0.635E-03 1.2613 0.655E-02 0.826E-02
nn  1  5     0.0    0.0    2.0   96.3  178.8  0.000 0.636E-02 0.763E-03 0.845E-02 0.604E-03 1.3294 0.643E-02 0.855E-02
nn  1  6     0.0    0.0    0.5   96.3  382.9  0.000 0.646E-03 0.760E-03 0.724E-03 0.658E-03 1.1209 0.635E-03 0.711E-03
nn  1  6     0.0    0.0    1.0   96.3  382.9  0.000 0.608E-03 0.763E-03 0.740E-03 0.608E-03 1.2164 0.597E-03 0.726E-03
nn  1  6     0.0    0.0    2.0   96.3  382.9  0.000 0.573E-03 0.766E-03 0.746E-03 0.572E-03 1.3001 0.563E-03 0.732E-03
nn  2  2     0.0    0.0    0.5  179.4  179.4  0.000 0.563E-02 0.812E-03 0.661E-02 0.113E-02 1.1735 0.542E-02 0.636E-02
nn  2  2     0.0    0.0    1.0  179.4  179.4  0.000 0.531E-02 0.815E-03 0.674E-02 0.965E-03 1.2704 0.510E-02 0.648E-02
